srcip,sport,dstip,dsport,proto,dur,sbytes,dbytes,Spkts,Dpkts,attack_cat,label
175.45.178.227,38054,149.171.126.3,502,tcp,1.8012,3890,4025,37,51,Exploits,1
10.40.0.16,25364,149.171.126.9,25,tcp,0.2483,1900,6283,13,20,Normal,0
10.40.0.97,17148,149.171.126.9,25,udp,0.1457,2403,376,9,13,Normal,0
10.40.0.51,43801,149.171.126.1,21,tcp,0.9988,2916,1975,23,20,Normal,0
10.40.0.91,11446,149.171.126.5,443,tcp,0.7183,1266,5822,19,12,Normal,0
10.40.0.233,15371,149.171.126.7,21,udp,2.2303,1446,2108,15,9,Normal,0
175.45.177.112,14389,149.171.126.2,34782,tcp,0.0442,53,0,1,0,Reconnaissance,1
10.40.0.139,31639,149.171.126.5,25,udp,0.0685,3325,522,7,22,Normal,0
10.40.0.135,17503,149.171.126.8,443,tcp,0.333,2432,2639,24,14,Normal,0
175.45.177.7,36102,149.171.126.2,50491,tcp,0.015,63,0,1,0,Reconnaissance,1
10.40.0.75,21822,149.171.126.3,443,udp,0.5826,1358,3255,16,16,Normal,0
10.40.0.151,52754,149.171.126.8,21,tcp,0.0346,922,1398,2,2,Normal,0
175.45.178.173,48272,149.171.126.3,8080,tcp,2.3189,5651,3519,47,26,Exploits,1
175.45.176.29,10265,149.171.126.1,80,tcp,0.8124,15221,334,44,1,DoS,1
175.45.180.34,57949,149.171.126.5,445,tcp,3.975,1987,2257,16,34,Worms,1
10.40.0.23,28673,149.171.126.6,25,udp,1.0307,3006,5401,3,16,Normal,0
10.40.0.23,20048,149.171.126.5,21,tcp,0.7443,1875,4759,12,6,Normal,0
10.40.0.26,51533,149.171.126.7,80,udp,0.1323,2729,2766,22,19,Normal,0
175.45.177.39,22359,149.171.126.2,45544,tcp,0.011,63,0,1,0,Reconnaissance,1
175.45.180.29,39177,149.171.126.5,135,tcp,2.3822,4597,2971,30,17,Worms,1
10.40.0.20,18804,149.171.126.3,21,udp,2.0218,818,7427,11,11,Normal,0
10.40.0.225,45256,149.171.126.1,53,udp,0.7584,1287,3363,17,13,Normal,0
175.45.176.225,36362,149.171.126.1,80,tcp,0.6709,22068,498,99,4,DoS,1
10.40.0.207,23138,149.171.126.5,21,udp,0.5362,1004,4001,20,11,Normal,0
10.40.0.52,61318,149.171.126.7,53,udp,0.3171,2429,4193,28,11,Normal,0
175.45.176.216,38306,149.171.126.1,80,tcp,0.5202,22168,411,158,4,DoS,1
10.40.0.209,19578,149.171.126.6,443,udp,1.1382,2830,6298,2,10,Normal,0
10.40.0.148,50626,149.171.126.9,25,tcp,0.336,2002,1311,8,15,Normal,0
10.40.0.217,50694,149.171.126.7,443,tcp,1.6047,3952,7184,7,5,Normal,0
175.45.178.61,1812,149.171.126.3,502,tcp,3.6313,4046,2355,21,28,Exploits,1
10.40.0.117,7268,149.171.126.5,25,udp,1.4192,1067,759,15,7,Normal,0
175.45.177.209,39159,149.171.126.2,44994,tcp,0.0189,79,0,1,0,Reconnaissance,1
10.40.0.85,17991,149.171.126.9,21,tcp,0.0015,3598,2319,23,2,Normal,0
10.40.0.243,35464,149.171.126.8,443,udp,0.1918,1430,1431,25,18,Normal,0
10.40.0.112,39095,149.171.126.1,53,tcp,1.1882,1946,4558,26,9,Normal,0
10.40.0.23,35205,149.171.126.2,53,tcp,2.1177,2067,5604,25,13,Normal,0
10.40.0.122,9815,149.171.126.4,80,tcp,0.5014,1381,5741,27,22,Normal,0
10.40.0.56,55594,149.171.126.7,25,tcp,0.154,2708,5177,14,5,Normal,0
175.45.176.166,61486,149.171.126.1,80,tcp,0.3504,16939,54,112,1,DoS,1
10.40.0.55,62640,149.171.126.4,25,tcp,1.4073,2080,1216,11,29,Normal,0
10.40.0.61,45272,149.171.126.4,80,udp,0.2469,595,4418,23,11,Normal,0
175.45.177.119,21137,149.171.126.2,34780,tcp,0.0274,69,0,1,0,Reconnaissance,1
175.45.180.243,23332,149.171.126.5,445,tcp,0.938,1986,2889,18,33,Worms,1
10.40.0.241,26466,149.171.126.2,21,udp,1.3867,1938,1862,20,8,Normal,0
175.45.178.1,38856,149.171.126.3,443,tcp,4.2964,3074,2976,26,17,Exploits,1
10.40.0.80,9491,149.171.126.4,53,tcp,0.2192,1713,1861,11,8,Normal,0
175.45.178.147,33783,149.171.126.3,8080,tcp,3.2015,4303,4662,29,34,Exploits,1
10.40.0.178,38281,149.171.126.5,80,tcp,0.4295,671,2584,8,2,Normal,0
175.45.179.193,9004,149.171.126.4,80,udp,1.6029,1856,701,19,7,Fuzzers,1
175.45.177.171,52705,149.171.126.2,47207,tcp,0.0454,77,0,1,0,Reconnaissance,1
10.40.0.223,38747,149.171.126.4,53,tcp,0.238,783,4792,11,11,Normal,0
175.45.178.20,48675,149.171.126.3,443,tcp,2.2864,2328,1440,31,57,Exploits,1
175.45.176.54,3065,149.171.126.1,80,tcp,0.9951,11811,11,44,0,DoS,1
10.40.0.162,39774,149.171.126.3,25,udp,0.8187,816,1559,11,15,Normal,0
10.40.0.100,56848,149.171.126.5,25,tcp,0.0866,2362,694,24,13,Normal,0
175.45.179.145,16893,149.171.126.4,80,udp,1.8487,869,859,21,2,Fuzzers,1
10.40.0.22,47890,149.171.126.2,443,tcp,0.604,2703,3909,25,28,Normal,0
10.40.0.197,39220,149.171.126.1,80,tcp,2.39,2012,644,16,5,Normal,0
10.40.0.234,34061,149.171.126.2,443,tcp,1.2894,1557,7166,9,21,Normal,0
10.40.0.31,29175,149.171.126.4,21,tcp,1.3376,2873,2914,5,17,Normal,0
10.40.0.212,23313,149.171.126.3,80,udp,2.9012,1721,3980,21,22,Normal,0
10.40.0.132,62421,149.171.126.7,53,udp,1.0985,1392,6974,14,14,Normal,0
10.40.0.220,32973,149.171.126.7,80,udp,1.7636,434,1403,16,29,Normal,0
175.45.178.169,26137,149.171.126.3,502,tcp,2.2318,4945,4937,32,17,Exploits,1
10.40.0.137,32663,149.171.126.3,80,tcp,2.4264,2805,6826,6,2,Normal,0
175.45.179.149,24972,149.171.126.4,80,udp,0.7368,1171,784,9,3,Fuzzers,1
175.45.177.44,20967,149.171.126.2,32672,tcp,0.0383,53,0,1,0,Reconnaissance,1
10.40.0.69,10268,149.171.126.2,25,udp,0.2116,1097,7715,20,24,Normal,0
175.45.177.172,21350,149.171.126.2,47048,tcp,0.0146,44,0,1,0,Reconnaissance,1
175.45.179.230,16827,149.171.126.4,80,udp,1.0471,2505,872,24,8,Fuzzers,1
175.45.178.7,49340,149.171.126.3,502,tcp,4.6757,4752,4768,43,48,Exploits,1
10.40.0.19,53849,149.171.126.9,53,tcp,0.6988,3874,6384,29,20,Normal,0
10.40.0.86,60234,149.171.126.2,53,udp,0.1457,461,1051,17,10,Normal,0
175.45.176.105,56383,149.171.126.1,80,tcp,1.1499,5227,298,185,4,DoS,1
10.40.0.205,31052,149.171.126.2,53,tcp,0.2108,906,5360,22,8,Normal,0
10.40.0.92,30272,149.171.126.6,80,tcp,0.2398,813,6176,29,3,Normal,0
10.40.0.205,36953,149.171.126.6,53,udp,1.5079,3583,5376,26,22,Normal,0
10.40.0.16,41374,149.171.126.5,443,tcp,0.0128,3297,6813,13,22,Normal,0
175.45.176.251,31885,149.171.126.1,80,tcp,1.0752,24477,291,178,4,DoS,1
10.40.0.79,15173,149.171.126.9,80,udp,0.4907,724,6890,27,21,Normal,0
10.40.0.220,16037,149.171.126.7,443,tcp,0.1787,3399,7094,15,26,Normal,0
10.40.0.67,49700,149.171.126.4,443,tcp,0.1616,1964,7096,24,15,Normal,0
175.45.177.18,13542,149.171.126.2,35446,tcp,0.0425,43,0,1,0,Reconnaissance,1
10.40.0.242,10017,149.171.126.8,21,tcp,1.3588,3413,6560,10,10,Normal,0
10.40.0.96,59856,149.171.126.4,53,udp,0.2374,3781,5153,21,20,Normal,0
10.40.0.83,32505,149.171.126.5,25,tcp,0.8205,2479,546,7,7,Normal,0
10.40.0.83,3650,149.171.126.4,53,udp,2.4275,628,1632,5,14,Normal,0
10.40.0.231,47319,149.171.126.3,25,tcp,0.0427,276,5475,13,26,Normal,0
10.40.0.223,64986,149.171.126.7,443,tcp,0.0508,229,4705,25,19,Normal,0
10.40.0.48,40045,149.171.126.9,25,udp,0.2334,873,5506,13,13,Normal,0
10.40.0.91,21836,149.171.126.9,25,udp,0.1676,1224,7288,16,10,Normal,0
175.45.180.138,62476,149.171.126.5,135,tcp,2.0736,4501,2087,31,31,Worms,1
10.40.0.238,24390,149.171.126.9,21,tcp,0.901,902,7980,25,8,Normal,0
175.45.180.194,28854,149.171.126.5,135,tcp,1.3396,2050,2311,28,28,Worms,1
175.45.176.237,24224,149.171.126.1,80,tcp,0.4364,13381,254,80,2,DoS,1
10.40.0.195,6544,149.171.126.9,80,tcp,0.2701,1671,4151,17,10,Normal,0
10.40.0.204,50062,149.171.126.5,53,tcp,1.4084,763,440,9,24,Normal,0
10.40.0.128,57085,149.171.126.2,21,udp,0.1091,258,3122,15,3,Normal,0
175.45.176.192,16578,149.171.126.1,80,tcp,0.0273,15537,72,158,3,DoS,1
10.40.0.226,22532,149.171.126.2,80,tcp,0.5729,239,6573,14,13,Normal,0
10.40.0.198,19753,149.171.126.8,80,tcp,0.4544,1043,6706,28,11,Normal,0
10.40.0.67,48733,149.171.126.8,80,tcp,0.3896,838,6074,28,5,Normal,0
175.45.177.138,7374,149.171.126.2,63514,tcp,0.0384,57,0,1,0,Reconnaissance,1
10.40.0.185,33240,149.171.126.4,443,udp,0.624,3561,1000,27,17,Normal,0
175.45.177.186,24293,149.171.126.2,13450,tcp,0.0051,58,0,1,0,Reconnaissance,1
175.45.177.246,39428,149.171.126.2,41361,tcp,0.0208,56,0,1,0,Reconnaissance,1
175.45.178.111,22836,149.171.126.3,443,tcp,2.9197,7970,4513,31,28,Exploits,1
10.40.0.233,26219,149.171.126.4,21,tcp,0.8174,281,7719,5,20,Normal,0
10.40.0.123,46948,149.171.126.7,25,udp,0.9669,210,6051,7,19,Normal,0
175.45.178.222,55502,149.171.126.3,443,tcp,3.7209,3927,2577,34,16,Exploits,1
10.40.0.96,36859,149.171.126.6,80,tcp,0.4996,2983,4142,23,2,Normal,0
10.40.0.241,3233,149.171.126.4,25,udp,0.7808,2209,4215,13,14,Normal,0
175.45.178.151,12733,149.171.126.3,8080,tcp,3.0241,2261,4497,36,27,Exploits,1
10.40.0.1,65151,149.171.126.4,443,tcp,0.7203,2736,7068,10,11,Normal,0
10.40.0.58,20977,149.171.126.3,25,tcp,0.3591,506,7970,24,29,Normal,0
10.40.0.158,58507,149.171.126.4,53,udp,0.3604,1150,6669,6,5,Normal,0
10.40.0.67,42989,149.171.126.3,443,tcp,0.6633,2323,1180,12,2,Normal,0
10.40.0.77,29358,149.171.126.1,53,udp,0.4183,2616,5977,25,9,Normal,0
10.40.0.178,25764,149.171.126.9,21,udp,1.038,2140,7059,20,10,Normal,0
175.45.177.49,46156,149.171.126.2,58857,tcp,0.0049,70,0,1,0,Reconnaissance,1
10.40.0.232,46807,149.171.126.5,25,udp,1.7018,1272,1780,4,27,Normal,0
175.45.177.98,31653,149.171.126.2,47583,tcp,0.0151,43,0,1,0,Reconnaissance,1
10.40.0.111,13343,149.171.126.2,25,tcp,1.1111,1611,6470,20,6,Normal,0
10.40.0.156,36826,149.171.126.8,21,udp,1.086,1728,576,6,12,Normal,0
175.45.176.3,32916,149.171.126.1,80,tcp,0.8276,11368,427,89,4,DoS,1
10.40.0.152,65289,149.171.126.3,80,udp,0.2475,3546,7341,9,8,Normal,0
10.40.0.59,20230,149.171.126.6,21,udp,2.3518,3971,1005,27,12,Normal,0
10.40.0.245,8963,149.171.126.1,53,tcp,1.5529,916,1152,15,26,Normal,0
10.40.0.156,61710,149.171.126.7,80,udp,0.087,529,4509,8,17,Normal,0
10.40.0.69,63126,149.171.126.7,21,tcp,2.0897,100,2998,28,29,Normal,0
10.40.0.150,36823,149.171.126.4,21,tcp,1.302,1212,2569,3,8,Normal,0
10.40.0.27,39815,149.171.126.3,80,tcp,1.0864,3807,3703,25,8,Normal,0
10.40.0.64,32548,149.171.126.9,80,tcp,0.8887,2356,3090,21,25,Normal,0
10.40.0.116,52336,149.171.126.8,25,tcp,0.3537,1485,7145,7,15,Normal,0
175.45.177.231,55291,149.171.126.2,64665,tcp,0.0101,73,0,1,0,Reconnaissance,1
10.40.0.68,37754,149.171.126.6,80,tcp,1.2698,3693,3979,18,23,Normal,0
10.40.0.172,59944,149.171.126.4,80,udp,0.6028,2251,2736,8,21,Normal,0
10.40.0.66,14787,149.171.126.2,53,udp,1.3083,2690,1942,21,2,Normal,0
10.40.0.188,7780,149.171.126.5,21,tcp,0.3252,1747,4090,28,17,Normal,0
10.40.0.19,47564,149.171.126.1,80,tcp,0.1459,3604,2858,11,12,Normal,0
175.45.178.107,2389,149.171.126.3,502,tcp,1.8077,2165,2295,42,28,Exploits,1
175.45.176.153,29519,149.171.126.1,80,tcp,0.6977,7153,152,154,2,DoS,1
10.40.0.104,5484,149.171.126.6,25,tcp,0.0995,2061,496,23,10,Normal,0
10.40.0.2,42971,149.171.126.5,53,udp,0.0399,3180,7118,12,18,Normal,0
10.40.0.192,53419,149.171.126.8,53,udp,0.495,697,2494,16,12,Normal,0
10.40.0.37,18167,149.171.126.9,53,udp,0.3473,3964,3337,4,21,Normal,0
175.45.179.151,40054,149.171.126.4,80,udp,0.2549,1046,537,24,5,Fuzzers,1
10.40.0.39,38182,149.171.126.4,80,tcp,1.7225,493,1286,2,14,Normal,0
10.40.0.12,3558,149.171.126.9,25,tcp,1.6866,3205,7606,8,16,Normal,0
10.40.0.79,39475,149.171.126.1,443,tcp,0.9418,2703,619,12,21,Normal,0
10.40.0.42,19976,149.171.126.9,21,tcp,0.9572,2071,3293,22,4,Normal,0
10.40.0.217,52382,149.171.126.5,53,udp,1.1483,72,6557,17,16,Normal,0
10.40.0.220,30099,149.171.126.7,80,tcp,0.738,202,6078,24,26,Normal,0
10.40.0.35,12072,149.171.126.4,53,tcp,0.5914,98,1752,19,14,Normal,0
10.40.0.190,29847,149.171.126.6,443,tcp,3.2715,418,481,21,22,Normal,0
10.40.0.253,19946,149.171.126.3,21,tcp,0.3745,1219,6175,26,3,Normal,0
175.45.177.17,3021,149.171.126.2,26810,tcp,0.0256,59,0,1,0,Reconnaissance,1
10.40.0.169,4634,149.171.126.9,53,tcp,1.8825,826,1363,16,25,Normal,0
10.40.0.166,64044,149.171.126.6,80,udp,0.4552,2146,604,2,23,Normal,0
10.40.0.251,39733,149.171.126.1,21,udp,0.515,1581,420,13,19,Normal,0
175.45.176.18,8770,149.171.126.1,80,tcp,0.8932,21872,471,71,0,DoS,1
10.40.0.13,45986,149.171.126.3,443,tcp,0.2682,2534,2862,19,19,Normal,0
175.45.176.242,24043,149.171.126.1,80,tcp,0.2233,23378,336,59,0,DoS,1
10.40.0.233,44901,149.171.126.9,80,udp,1.0131,1994,1322,23,17,Normal,0
10.40.0.245,43601,149.171.126.4,25,udp,0.059,1316,4995,2,18,Normal,0
10.40.0.247,4025,149.171.126.3,443,udp,0.0601,1826,4497,23,27,Normal,0
10.40.0.253,12124,149.171.126.9,25,udp,2.0397,2168,1789,25,10,Normal,0
10.40.0.164,46456,149.171.126.8,25,tcp,1.396,2852,7297,18,19,Normal,0
175.45.176.191,23549,149.171.126.1,80,tcp,0.711,9176,197,51,2,DoS,1
10.40.0.76,38997,149.171.126.7,21,tcp,3.076,309,5595,3,13,Normal,0
10.40.0.91,28337,149.171.126.3,443,tcp,0.3082,2036,1365,9,11,Normal,0
10.40.0.196,29731,149.171.126.5,53,udp,0.2678,1128,4139,9,13,Normal,0
175.45.177.41,8729,149.171.126.2,28608,tcp,0.0397,79,0,1,0,Reconnaissance,1
10.40.0.222,3194,149.171.126.5,21,tcp,0.485,2013,6221,9,10,Normal,0
175.45.176.213,47768,149.171.126.1,80,tcp,0.9361,9245,140,154,3,DoS,1
10.40.0.3,31391,149.171.126.8,25,udp,0.3156,690,1808,8,8,Normal,0
175.45.179.150,21875,149.171.126.4,443,udp,1.7556,2221,253,21,6,Fuzzers,1
10.40.0.157,61637,149.171.126.5,443,udp,3.7593,3138,1180,21,23,Normal,0
10.40.0.221,15255,149.171.126.4,80,udp,0.1675,3333,3762,9,28,Normal,0
10.40.0.222,18855,149.171.126.9,443,tcp,0.2915,1584,6215,15,7,Normal,0
10.40.0.92,22681,149.171.126.8,21,udp,1.092,3982,7458,12,11,Normal,0
10.40.0.138,57816,149.171.126.4,25,udp,0.2486,3318,7530,11,20,Normal,0
10.40.0.137,3698,149.171.126.5,21,udp,1.7157,1451,7768,23,10,Normal,0
175.45.176.202,27548,149.171.126.1,80,tcp,0.6345,8535,364,52,2,DoS,1
10.40.0.112,8165,149.171.126.4,53,udp,0.4919,1491,4790,21,13,Normal,0
10.40.0.97,23621,149.171.126.1,25,udp,3.0606,2398,7474,12,8,Normal,0
10.40.0.198,24991,149.171.126.6,25,udp,1.6513,3277,6715,8,16,Normal,0
10.40.0.176,29620,149.171.126.1,25,udp,0.4433,353,2280,17,28,Normal,0
10.40.0.105,44983,149.171.126.5,443,udp,0.7964,2311,2085,18,11,Normal,0
10.40.0.183,52525,149.171.126.6,443,udp,0.2959,3126,1316,16,12,Normal,0
10.40.0.28,13396,149.171.126.6,53,udp,0.6586,2264,1092,18,12,Normal,0
10.40.0.194,21684,149.171.126.6,443,udp,1.0434,2123,6257,9,23,Normal,0
175.45.178.84,8945,149.171.126.3,443,tcp,3.9739,2676,2458,58,22,Exploits,1
175.45.177.25,63427,149.171.126.2,52571,tcp,0.0485,62,0,1,0,Reconnaissance,1
10.40.0.193,17927,149.171.126.6,53,tcp,0.207,1616,6457,23,6,Normal,0
175.45.180.250,37321,149.171.126.5,135,tcp,3.4462,3226,2778,13,32,Worms,1
10.40.0.70,54727,149.171.126.3,443,udp,0.45,1561,5854,10,4,Normal,0
10.40.0.174,45960,149.171.126.4,443,udp,0.1471,3811,5981,25,8,Normal,0
175.45.179.170,22967,149.171.126.4,80,udp,0.4002,2403,181,23,2,Fuzzers,1
10.40.0.239,27933,149.171.126.8,25,udp,0.6024,3726,1122,13,17,Normal,0
10.40.0.130,38264,149.171.126.1,21,tcp,0.8915,3846,4014,5,12,Normal,0
10.40.0.167,55581,149.171.126.8,21,udp,0.2266,3764,7912,23,3,Normal,0
175.45.179.28,55105,149.171.126.4,80,udp,1.4848,2094,255,9,8,Fuzzers,1
10.40.0.72,2811,149.171.126.7,53,tcp,0.7712,3639,6795,11,12,Normal,0
10.40.0.216,1461,149.171.126.9,80,udp,0.0534,2812,530,2,20,Normal,0
10.40.0.156,24341,149.171.126.3,443,tcp,0.0101,2880,5435,23,10,Normal,0
10.40.0.95,5969,149.171.126.4,25,udp,0.127,1876,5078,28,19,Normal,0
175.45.179.140,40247,149.171.126.4,443,udp,1.3393,2929,610,15,2,Fuzzers,1
10.40.0.186,35571,149.171.126.4,443,udp,0.0157,1762,7965,26,17,Normal,0
10.40.0.131,6206,149.171.126.7,53,udp,0.471,871,5525,3,19,Normal,0
10.40.0.97,61656,149.171.126.4,80,udp,0.2687,3864,3581,26,7,Normal,0
175.45.177.244,15734,149.171.126.2,11484,tcp,0.034,74,0,1,0,Reconnaissance,1
10.40.0.147,47081,149.171.126.4,53,tcp,2.0595,2987,1014,21,8,Normal,0
10.40.0.211,10594,149.171.126.1,53,udp,2.5471,3038,7988,12,20,Normal,0
175.45.177.107,61242,149.171.126.2,52544,tcp,0.0257,69,0,1,0,Reconnaissance,1
10.40.0.210,42191,149.171.126.7,443,tcp,1.036,867,1547,26,18,Normal,0
175.45.179.37,19308,149.171.126.4,80,udp,0.5668,833,457,9,6,Fuzzers,1
175.45.179.87,54757,149.171.126.4,80,udp,1.1578,1690,944,22,9,Fuzzers,1
10.40.0.39,54629,149.171.126.2,25,tcp,0.6796,1947,1289,2,2,Normal,0
175.45.176.154,16203,149.171.126.1,80,tcp,0.6517,16180,310,139,2,DoS,1
175.45.176.245,64408,149.171.126.1,80,tcp,0.621,19860,457,54,2,DoS,1
10.40.0.45,55775,149.171.126.3,21,udp,1.3305,1940,3430,27,11,Normal,0
10.40.0.188,18539,149.171.126.7,443,tcp,0.2012,3333,226,10,24,Normal,0
175.45.180.29,47621,149.171.126.5,1433,tcp,3.6598,1246,2203,25,34,Worms,1
175.45.176.180,20674,149.171.126.1,80,tcp,1.0306,18888,115,65,0,DoS,1
10.40.0.47,45421,149.171.126.4,53,tcp,0.4426,2299,2195,2,25,Normal,0
10.40.0.208,16800,149.171.126.6,25,tcp,0.5904,1061,3154,28,17,Normal,0
10.40.0.204,21157,149.171.126.5,443,tcp,0.5117,366,7105,28,2,Normal,0
10.40.0.171,38651,149.171.126.2,21,udp,0.4071,3139,1629,13,27,Normal,0
175.45.178.80,43751,149.171.126.3,443,tcp,4.7693,6007,4403,51,29,Exploits,1
175.45.177.61,31311,149.171.126.2,15134,tcp,0.0276,53,0,1,0,Reconnaissance,1
10.40.0.241,18814,149.171.126.1,21,udp,1.1696,663,4971,6,13,Normal,0
175.45.176.101,35273,149.171.126.1,80,tcp,0.7103,13759,265,106,3,DoS,1
175.45.178.52,11734,149.171.126.3,8080,tcp,1.3225,5924,3613,29,40,Exploits,1
175.45.178.29,47508,149.171.126.3,443,tcp,2.5441,5816,1537,52,39,Exploits,1
10.40.0.13,26428,149.171.126.4,21,udp,1.081,1892,6330,18,2,Normal,0
10.40.0.68,28330,149.171.126.7,21,tcp,0.3394,2037,2949,17,19,Normal,0
10.40.0.112,39266,149.171.126.9,80,udp,1.1172,1962,2175,26,13,Normal,0
175.45.178.203,28982,149.171.126.3,502,tcp,4.1554,4393,1817,50,37,Exploits,1
10.40.0.202,15991,149.171.126.5,80,tcp,0.7463,462,97,2,21,Normal,0
175.45.176.16,54202,149.171.126.1,80,tcp,0.2522,12767,375,133,2,DoS,1
175.45.180.132,54332,149.171.126.5,445,tcp,2.8156,5197,2737,15,10,Worms,1
10.40.0.159,35681,149.171.126.5,53,udp,1.354,2671,6293,10,22,Normal,0
10.40.0.56,62940,149.171.126.1,53,tcp,0.5154,1749,1034,22,4,Normal,0
10.40.0.23,17114,149.171.126.4,53,udp,0.9529,2392,551,6,6,Normal,0
10.40.0.32,43086,149.171.126.6,53,udp,0.3534,2187,7333,3,22,Normal,0
10.40.0.56,64707,149.171.126.7,80,tcp,1.2493,1602,1625,12,19,Normal,0
175.45.178.201,64306,149.171.126.3,443,tcp,4.0947,6891,4308,57,25,Exploits,1
10.40.0.81,4686,149.171.126.4,53,tcp,1.2328,2059,417,18,15,Normal,0
10.40.0.55,20060,149.171.126.1,80,udp,2.2235,891,4415,5,13,Normal,0
10.40.0.142,51252,149.171.126.2,443,udp,0.4074,3328,5540,6,6,Normal,0
10.40.0.140,54162,149.171.126.8,53,udp,0.4183,1062,1441,17,24,Normal,0
175.45.176.252,61413,149.171.126.1,80,tcp,0.6927,13142,147,103,1,DoS,1
10.40.0.9,61686,149.171.126.9,80,udp,0.2586,2810,2638,21,16,Normal,0
10.40.0.161,35630,149.171.126.8,80,udp,0.4747,365,532,24,11,Normal,0
175.45.177.36,1621,149.171.126.2,795,tcp,0.0017,55,0,1,0,Reconnaissance,1
10.40.0.118,52892,149.171.126.1,21,udp,0.3669,2587,836,2,19,Normal,0
175.45.178.80,21378,149.171.126.3,8080,tcp,2.2651,3460,1976,30,28,Exploits,1
175.45.179.232,24038,149.171.126.4,80,udp,0.9913,1195,636,15,3,Fuzzers,1
10.40.0.108,62943,149.171.126.3,53,tcp,1.5881,2317,1142,28,6,Normal,0
10.40.0.111,61162,149.171.126.4,443,tcp,0.4526,1820,3890,16,5,Normal,0
175.45.176.98,50898,149.171.126.1,80,tcp,0.473,9850,135,128,4,DoS,1
10.40.0.206,11753,149.171.126.6,25,tcp,0.2227,847,6868,13,19,Normal,0
10.40.0.53,44590,149.171.126.4,443,udp,0.2273,3337,6647,7,18,Normal,0
10.40.0.158,38729,149.171.126.1,21,tcp,1.5387,2408,5066,3,12,Normal,0
10.40.0.56,49950,149.171.126.7,80,udp,1.5678,2855,7614,27,16,Normal,0
10.40.0.125,58065,149.171.126.2,25,udp,1.3484,3213,7976,18,29,Normal,0
10.40.0.119,13249,149.171.126.3,25,udp,0.2081,115,1215,26,21,Normal,0
10.40.0.23,34041,149.171.126.5,53,udp,0.3897,2506,1407,7,22,Normal,0
175.45.180.69,45094,149.171.126.5,1433,tcp,0.6203,4473,1908,22,21,Worms,1
10.40.0.11,43523,149.171.126.9,443,tcp,0.6527,2218,1813,13,22,Normal,0
175.45.176.245,10602,149.171.126.1,80,tcp,0.5469,13086,493,164,3,DoS,1
175.45.177.215,43541,149.171.126.2,22706,tcp,0.0285,53,0,1,0,Reconnaissance,1
175.45.177.165,22042,149.171.126.2,59143,tcp,0.0465,63,0,1,0,Reconnaissance,1
10.40.0.226,31924,149.171.126.1,443,tcp,0.1785,2165,6241,24,28,Normal,0
10.40.0.232,36379,149.171.126.9,443,tcp,0.511,2327,6406,20,17,Normal,0
175.45.179.146,60653,149.171.126.4,443,udp,1.5363,2470,912,13,2,Fuzzers,1
10.40.0.211,15155,149.171.126.1,53,udp,0.3143,1115,4738,28,26,Normal,0
10.40.0.243,16312,149.171.126.1,80,udp,1.4502,2266,4042,5,12,Normal,0
10.40.0.104,45607,149.171.126.1,21,udp,0.1717,742,7716,29,28,Normal,0
175.45.177.209,7100,149.171.126.2,28749,tcp,0.0054,55,0,1,0,Reconnaissance,1
10.40.0.66,20486,149.171.126.1,443,tcp,2.0388,1202,5089,29,12,Normal,0
175.45.176.66,49273,149.171.126.1,80,tcp,1.1079,21721,168,134,2,DoS,1
175.45.180.170,20191,149.171.126.5,135,tcp,2.8015,3678,1365,11,36,Worms,1
175.45.178.57,60575,149.171.126.3,502,tcp,3.0567,2976,1401,34,17,Exploits,1
175.45.180.72,45525,149.171.126.5,135,tcp,3.6724,1413,1243,21,28,Worms,1
175.45.178.181,49911,149.171.126.3,502,tcp,4.7037,4776,4581,33,28,Exploits,1
10.40.0.184,3004,149.171.126.3,443,tcp,2.7599,281,6351,10,10,Normal,0
10.40.0.124,58438,149.171.126.6,443,udp,0.6319,3282,148,3,15,Normal,0
175.45.176.22,48136,149.171.126.1,80,tcp,0.295,7696,427,107,0,DoS,1
10.40.0.199,13261,149.171.126.8,53,udp,0.3796,3754,527,20,17,Normal,0
10.40.0.177,6351,149.171.126.8,443,tcp,0.0805,2783,3294,12,20,Normal,0
175.45.177.112,14481,149.171.126.2,63639,tcp,0.0065,51,0,1,0,Reconnaissance,1
175.45.179.63,29870,149.171.126.4,443,udp,0.2549,2152,906,17,5,Fuzzers,1
10.40.0.25,7528,149.171.126.8,80,udp,0.9853,75,6194,14,18,Normal,0
10.40.0.163,23024,149.171.126.7,80,udp,0.0044,3655,3637,20,12,Normal,0
175.45.177.208,33579,149.171.126.2,57115,tcp,0.028,73,0,1,0,Reconnaissance,1
175.45.178.162,24025,149.171.126.3,8080,tcp,2.502,4379,3183,58,38,Exploits,1
175.45.177.244,50251,149.171.126.2,29257,tcp,0.0051,78,0,1,0,Reconnaissance,1
10.40.0.218,7523,149.171.126.9,53,tcp,0.2455,2327,558,23,15,Normal,0
10.40.0.35,39747,149.171.126.5,21,udp,1.357,916,362,22,3,Normal,0
175.45.176.181,44820,149.171.126.1,80,tcp,0.508,20938,289,167,0,DoS,1
10.40.0.217,19273,149.171.126.7,25,udp,2.1294,3634,7523,10,15,Normal,0
10.40.0.77,30577,149.171.126.8,25,tcp,0.2075,2718,1712,8,6,Normal,0
10.40.0.208,47699,149.171.126.8,80,udp,2.1746,2751,4725,13,7,Normal,0
