Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Packets/s,Source IP,Destination IP,Label
22,4653931,7,2,1886,1087,1.93,192.168.1.56,10.0.0.1,BENIGN
80,16255387,40,2,1436,102,2.46,45.154.255.81,10.0.0.1,DoS Hulk
502,7497993,81,28,58941,61620,21.6,198.51.100.253,10.0.0.3,Infiltration
554,581083,9,2,2932,606,18.9,192.168.1.180,10.0.0.6,BENIGN
8080,224901,1340,0,105662,0,5955.51,185.220.212.19,10.0.0.1,DDoS
8080,748301,4,36,1726,6331,53.38,192.168.1.125,10.0.0.1,BENIGN
53,426355,34,6,14430,5685,93.6,192.168.1.185,10.0.0.3,BENIGN
8080,516386,27,9,5480,10624,69.58,192.168.1.132,10.0.0.5,BENIGN
8080,1656270,14,11,6588,9699,15.09,192.168.1.71,10.0.0.1,BENIGN
443,61265,9,31,4542,16274,642.41,192.168.1.87,10.0.0.4,BENIGN
53,255000,19,28,6602,20341,183.59,192.168.1.88,10.0.0.3,BENIGN
443,1665423,2,23,706,8013,15.0,192.168.1.94,10.0.0.8,BENIGN
502,8309566,61,36,29120,17293,14.68,198.51.100.140,10.0.0.3,Infiltration
80,203007,9,30,3215,35929,191.17,192.168.1.70,10.0.0.2,BENIGN
80,375228,1719,0,89212,0,4579.99,185.220.206.228,10.0.0.1,DDoS
443,1946121,27,27,13800,32920,27.73,192.168.1.43,10.0.0.9,BENIGN
80,15671566,78,3,6386,86,4.98,45.154.255.254,10.0.0.1,DoS Hulk
443,349026,31,6,4371,2840,105.71,192.168.1.47,10.0.0.8,BENIGN
554,2741007,2,13,1001,4545,5.47,192.168.1.67,10.0.0.9,BENIGN
443,241008,28,24,10221,24770,214.87,192.168.1.236,10.0.0.6,BENIGN
53,999013,6,23,386,28282,29.0,192.168.1.83,10.0.0.7,BENIGN
53,3970131,24,9,3637,11813,8.31,192.168.1.53,10.0.0.1,BENIGN
443,6303105,82,61,67818,58651,26.01,198.51.100.12,10.0.0.3,Infiltration
443,243384,882,0,42260,0,3622.41,185.220.203.239,10.0.0.1,DDoS
22,7765955,16,29,7465,23552,5.79,192.168.1.160,10.0.0.7,BENIGN
22,2616550,20,18,2539,2831,15.28,103.203.57.190,10.0.0.4,SSH-Patator
53,4231841,5,14,1780,7721,4.49,192.168.1.100,10.0.0.9,BENIGN
22,424717,19,14,1239,8561,77.52,192.168.1.133,10.0.0.3,BENIGN
21,2321385,19,18,3425,1542,16.36,103.203.57.105,10.0.0.4,SSH-Patator
443,691483,4,36,1293,30017,57.76,192.168.1.38,10.0.0.6,BENIGN
443,1376290,21,25,1588,28818,33.4,192.168.1.174,10.0.0.1,BENIGN
80,1164472,13,25,3526,6758,32.6,192.168.1.60,10.0.0.5,BENIGN
53,683012,15,38,5230,39441,77.48,192.168.1.160,10.0.0.8,BENIGN
80,49368,1885,0,79024,0,38105.04,185.220.88.91,10.0.0.1,DDoS
5690,1832,1,0,47,0,1034.69,194.26.29.123,10.0.0.2,PortScan
22,1686345,24,11,7821,14061,20.74,192.168.1.66,10.0.0.6,BENIGN
22,2093118,7,37,1862,7574,21.01,192.168.1.193,10.0.0.9,BENIGN
8080,2203012,19,32,8888,22946,23.14,192.168.1.93,10.0.0.7,BENIGN
80,480057,25,20,3691,27813,93.54,192.168.1.182,10.0.0.5,BENIGN
53,1529475,26,24,9666,32351,32.67,192.168.1.230,10.0.0.7,BENIGN
554,1522087,25,30,9745,16718,36.11,192.168.1.225,10.0.0.4,BENIGN
443,351520,958,0,72832,0,2724.53,185.220.168.55,10.0.0.1,DDoS
443,674837,3,8,1185,3435,16.28,192.168.1.83,10.0.0.5,BENIGN
53,3201014,2,5,580,6949,2.19,192.168.1.148,10.0.0.2,BENIGN
8080,1102379,13,26,4413,32770,35.35,192.168.1.85,10.0.0.9,BENIGN
80,1926729,7,31,1780,4981,19.71,192.168.1.152,10.0.0.9,BENIGN
443,1392093,33,21,12201,2806,38.76,192.168.1.206,10.0.0.9,BENIGN
22,2704390,30,38,11273,40864,25.14,192.168.1.66,10.0.0.4,BENIGN
80,28622473,67,2,2163,123,2.34,45.154.255.100,10.0.0.1,DoS Hulk
443,414820,10,37,2693,35884,113.03,192.168.1.222,10.0.0.6,BENIGN
8080,209751,339,0,26899,0,1615.43,185.220.12.236,10.0.0.1,DDoS
22,260669,2,27,516,10158,110.83,192.168.1.134,10.0.0.9,BENIGN
22,2647535,39,35,5026,4568,29.45,103.203.57.147,10.0.0.4,SSH-Patator
8080,227737,28,2,6423,1107,131.15,192.168.1.121,10.0.0.9,BENIGN
53,863808,10,11,1308,1857,24.28,192.168.1.57,10.0.0.1,BENIGN
80,28447852,55,3,2079,127,1.93,45.154.255.198,10.0.0.1,DoS Hulk
53,1424035,13,33,2407,19511,32.28,192.168.1.132,10.0.0.3,BENIGN
39136,4242,1,0,58,0,460.58,194.26.29.88,10.0.0.2,PortScan
8080,177468,1411,0,83766,0,7946.23,185.220.98.80,10.0.0.1,DDoS
53,228674,7,28,1354,21941,152.39,192.168.1.180,10.0.0.9,BENIGN
22,53194,25,33,10403,33823,1070.23,192.168.1.55,10.0.0.6,BENIGN
80,389987,390,0,23417,0,999.78,185.220.47.16,10.0.0.1,DDoS
80,19547901,30,2,1295,53,1.53,45.154.255.161,10.0.0.1,DoS Hulk
22,680949,30,36,6036,5685,96.78,192.168.1.137,10.0.0.3,BENIGN
8080,2440087,3,20,1267,18674,9.42,192.168.1.32,10.0.0.6,BENIGN
22,329719,19,30,7309,17578,148.16,192.168.1.74,10.0.0.8,BENIGN
53,978711,24,25,10802,21111,50.01,192.168.1.198,10.0.0.3,BENIGN
22,316192,30,5,15123,6701,110.34,192.168.1.145,10.0.0.1,BENIGN
443,724934,28,4,13361,4998,44.08,192.168.1.27,10.0.0.9,BENIGN
80,16742188,59,2,4657,179,3.52,45.154.255.160,10.0.0.1,DoS Hulk
443,272060,10,35,2173,6078,164.8,192.168.1.128,10.0.0.1,BENIGN
22,3802944,31,7,15649,3289,9.99,192.168.1.139,10.0.0.9,BENIGN
80,12906060,49,1,4495,147,3.8,45.154.255.197,10.0.0.1,DoS Hulk
80,1984445,14,31,6469,41086,22.66,192.168.1.173,10.0.0.2,BENIGN
8080,347705,1745,0,97720,0,5017.18,185.220.57.143,10.0.0.1,DDoS
443,6967584,73,30,84777,15641,20.95,198.51.100.228,10.0.0.3,Infiltration
80,8305490,48,3,1839,70,5.78,45.154.255.236,10.0.0.1,DoS Hulk
8080,2077977,27,33,8353,15753,28.86,192.168.1.118,10.0.0.7,BENIGN
22,2785838,24,21,3897,2489,17.22,103.203.57.178,10.0.0.4,SSH-Patator
8080,456038,23,6,10773,7977,63.45,192.168.1.134,10.0.0.3,BENIGN
554,333157,31,5,8298,3194,107.73,192.168.1.225,10.0.0.7,BENIGN
80,14728131,33,1,1287,85,2.24,45.154.255.14,10.0.0.1,DoS Hulk
554,2266584,23,21,8885,7024,19.4,192.168.1.39,10.0.0.7,BENIGN
53,657821,14,26,4960,26329,60.71,192.168.1.44,10.0.0.9,BENIGN
554,395277,29,23,12227,12285,131.22,192.168.1.226,10.0.0.4,BENIGN
53,421148,18,5,3426,4418,54.48,192.168.1.15,10.0.0.2,BENIGN
22,5598080,4,32,1779,37177,6.43,192.168.1.118,10.0.0.5,BENIGN
15983,4961,2,0,51,0,395.14,194.26.29.152,10.0.0.2,PortScan
53,736921,4,19,2034,6382,31.17,192.168.1.62,10.0.0.3,BENIGN
554,932140,7,10,2526,9233,18.22,192.168.1.101,10.0.0.6,BENIGN
22,665674,18,32,6737,32050,75.0,192.168.1.182,10.0.0.6,BENIGN
443,1337787,23,38,6151,49151,45.56,192.168.1.166,10.0.0.1,BENIGN
80,76939,2256,0,120978,0,29283.83,185.220.124.150,10.0.0.1,DDoS
554,1576179,15,38,4743,15165,33.6,192.168.1.56,10.0.0.6,BENIGN
554,1803841,25,6,11605,8051,17.18,192.168.1.15,10.0.0.5,BENIGN
8080,43091,1548,0,62348,0,35840.69,185.220.17.118,10.0.0.1,DDoS
22,2093671,10,24,3371,9564,16.23,192.168.1.74,10.0.0.1,BENIGN
80,5939924,41,2,3905,50,6.9,45.154.255.94,10.0.0.1,DoS Hulk
80,13158999,56,1,4583,114,4.26,45.154.255.187,10.0.0.1,DoS Hulk
80,22776903,11,1,349,41,0.48,45.154.255.59,10.0.0.1,DoS Hulk
80,1621474,26,24,12838,18706,30.82,192.168.1.60,10.0.0.4,BENIGN
53,2112276,8,27,2501,9272,16.56,192.168.1.212,10.0.0.8,BENIGN
80,2005001,27,31,7709,36802,28.91,192.168.1.178,10.0.0.2,BENIGN
443,2393219,7,33,3176,24654,16.71,192.168.1.192,10.0.0.3,BENIGN
53,1242102,28,6,8741,2549,27.35,192.168.1.182,10.0.0.9,BENIGN
80,1657318,23,11,11120,10802,20.5,192.168.1.225,10.0.0.3,BENIGN
443,72076,1631,0,105870,0,22597.33,185.220.203.206,10.0.0.1,DDoS
443,1259501,21,32,7617,8532,42.05,192.168.1.183,10.0.0.5,BENIGN
8080,330854,13,16,1595,5362,87.39,192.168.1.100,10.0.0.3,BENIGN
53,247837,23,29,3289,19333,208.97,192.168.1.126,10.0.0.5,BENIGN
53,2903328,28,10,7047,13945,13.08,192.168.1.192,10.0.0.5,BENIGN
554,9846185,27,2,4482,946,2.95,192.168.1.39,10.0.0.8,BENIGN
502,2360023,80,24,80161,34034,67.77,198.51.100.191,10.0.0.3,Infiltration
554,2048316,20,33,1800,34135,25.86,192.168.1.98,10.0.0.7,BENIGN
80,1358234,6,19,1541,5508,18.39,192.168.1.239,10.0.0.1,BENIGN
8080,3414344,12,20,3855,16763,9.37,192.168.1.17,10.0.0.7,BENIGN
8080,472304,7,2,1490,860,19.02,192.168.1.177,10.0.0.2,BENIGN
22,434277,2,10,681,4916,27.57,192.168.1.18,10.0.0.5,BENIGN
8080,1670152,6,7,1727,2489,7.78,192.168.1.141,10.0.0.4,BENIGN
8080,4927765,5,24,1339,28386,5.88,192.168.1.157,10.0.0.3,BENIGN
43114,4365,2,0,40,0,447.89,194.26.29.84,10.0.0.2,PortScan
80,2196127,5,16,326,11710,9.56,192.168.1.178,10.0.0.1,BENIGN
443,392970,15,23,5826,6345,96.45,192.168.1.76,10.0.0.4,BENIGN
22,304040,29,28,8886,13416,186.86,192.168.1.191,10.0.0.2,BENIGN
53,1090384,25,27,4060,25186,47.65,192.168.1.65,10.0.0.4,BENIGN
22,238645,10,16,782,6302,108.49,192.168.1.172,10.0.0.4,BENIGN
80,1192561,19,15,4690,8503,28.49,192.168.1.93,10.0.0.5,BENIGN
8080,979586,14,39,2952,9443,54.05,192.168.1.148,10.0.0.1,BENIGN
8080,1184913,14,13,6530,12089,22.77,192.168.1.142,10.0.0.9,BENIGN
22,1130084,14,30,2962,17562,38.9,192.168.1.83,10.0.0.6,BENIGN
22,679814,14,32,4313,20993,67.57,192.168.1.155,10.0.0.9,BENIGN
80,2665043,8,2,3532,1080,3.75,192.168.1.114,10.0.0.1,BENIGN
554,533539,19,2,4796,1016,39.29,192.168.1.225,10.0.0.2,BENIGN
8080,1853038,7,9,2762,10719,8.63,192.168.1.81,10.0.0.1,BENIGN
80,94345,29,39,6403,10680,713.2,192.168.1.71,10.0.0.7,BENIGN
53,3633717,13,13,6422,11582,7.15,192.168.1.21,10.0.0.7,BENIGN
53,1546094,34,6,10185,5156,25.85,192.168.1.129,10.0.0.4,BENIGN
40485,371,1,0,42,0,4240.65,194.26.29.172,10.0.0.2,PortScan
22,1811718,32,16,12212,14766,26.48,192.168.1.15,10.0.0.5,BENIGN
8080,3960440,32,21,15022,27290,13.38,192.168.1.38,10.0.0.9,BENIGN
24331,2322,1,0,59,0,825.71,194.26.29.124,10.0.0.2,PortScan
21,743863,23,20,2743,3382,61.76,103.203.57.194,10.0.0.4,SSH-Patator
22,4284652,23,11,6759,4694,7.93,192.168.1.52,10.0.0.1,BENIGN
80,4754011,22,29,9788,35463,10.73,192.168.1.124,10.0.0.4,BENIGN
53,2815290,24,39,10618,36296,22.37,192.168.1.56,10.0.0.5,BENIGN
80,4017163,3,28,1325,35732,7.71,192.168.1.65,10.0.0.9,BENIGN
61768,1155,2,0,52,0,1593.07,194.26.29.114,10.0.0.2,PortScan
554,1352087,4,39,969,42688,31.78,192.168.1.62,10.0.0.4,BENIGN
8080,434869,1602,0,87640,0,3683.02,185.220.64.160,10.0.0.1,DDoS
53,2356148,18,12,4990,5933,12.73,192.168.1.88,10.0.0.8,BENIGN
17588,428,1,0,42,0,3781.7,194.26.29.172,10.0.0.2,PortScan
53,1931619,32,16,13426,6490,24.84,192.168.1.123,10.0.0.5,BENIGN
554,1229634,4,10,1048,5785,11.38,192.168.1.73,10.0.0.7,BENIGN
47410,3303,2,0,53,0,587.71,194.26.29.37,10.0.0.2,PortScan
80,1073012,33,9,5381,4176,39.11,192.168.1.90,10.0.0.7,BENIGN
53,1073769,23,14,11485,15941,34.43,192.168.1.226,10.0.0.4,BENIGN
53,1301638,30,6,6181,3806,27.64,192.168.1.155,10.0.0.9,BENIGN
8080,1124324,13,25,2766,18186,33.77,192.168.1.161,10.0.0.7,BENIGN
22,1338998,18,13,3064,7012,23.13,192.168.1.162,10.0.0.5,BENIGN
443,659551,30,5,13291,934,52.99,192.168.1.11,10.0.0.7,BENIGN
80,8652159,16,2,1143,143,1.85,45.154.255.46,10.0.0.1,DoS Hulk
8080,749351,3,34,1329,41660,49.31,192.168.1.24,10.0.0.7,BENIGN
80,2086196,31,18,14137,19693,23.48,192.168.1.105,10.0.0.2,BENIGN
80,287860,18,15,3547,2839,114.24,192.168.1.224,10.0.0.7,BENIGN
53,1270115,14,2,2061,869,12.59,192.168.1.231,10.0.0.2,BENIGN
8080,560002,3,3,365,782,10.7,192.168.1.162,10.0.0.9,BENIGN
22,3231553,7,25,2872,5334,9.9,192.168.1.164,10.0.0.6,BENIGN
443,1030259,13,2,2748,1139,14.55,192.168.1.206,10.0.0.2,BENIGN
22,6575655,3,39,1420,7769,6.39,192.168.1.64,10.0.0.8,BENIGN
554,1493402,5,38,521,22163,28.77,192.168.1.147,10.0.0.5,BENIGN
8080,138998,1848,0,95648,0,13285.58,185.220.55.73,10.0.0.1,DDoS
554,639895,12,28,2975,30290,62.41,192.168.1.131,10.0.0.5,BENIGN
443,71863,25,15,9212,13550,548.97,192.168.1.95,10.0.0.5,BENIGN
443,1468082,21,37,6278,34852,39.48,192.168.1.205,10.0.0.8,BENIGN
8080,1365410,16,7,8146,4245,16.83,192.168.1.140,10.0.0.7,BENIGN
443,719447,6,6,3054,5624,16.66,192.168.1.25,10.0.0.9,BENIGN
21,1551900,24,20,4419,2957,30.91,103.203.57.24,10.0.0.4,SSH-Patator
54055,4445,2,0,49,0,439.97,194.26.29.206,10.0.0.2,PortScan
22,39521,30,26,13873,24938,1381.98,192.168.1.150,10.0.0.2,BENIGN
443,1191694,16,31,5575,11932,39.41,192.168.1.78,10.0.0.6,BENIGN
22,1752591,22,32,10410,41934,30.79,192.168.1.101,10.0.0.8,BENIGN
80,5778539,18,30,1338,5776,8.31,192.168.1.172,10.0.0.9,BENIGN
443,2520754,20,34,3962,4736,21.41,192.168.1.139,10.0.0.9,BENIGN
53,1337169,20,21,5144,24584,30.64,192.168.1.205,10.0.0.8,BENIGN
443,610228,30,30,11576,15217,98.16,192.168.1.126,10.0.0.4,BENIGN
80,148199,2414,0,126933,0,16277.92,185.220.152.78,10.0.0.1,DDoS
8080,821244,21,4,3303,4642,30.4,192.168.1.79,10.0.0.9,BENIGN
8080,670449,22,18,7865,11599,59.57,192.168.1.91,10.0.0.3,BENIGN
554,392182,28,27,9087,6779,139.88,192.168.1.95,10.0.0.2,BENIGN
80,1221862,27,26,5214,29734,43.34,192.168.1.211,10.0.0.9,BENIGN
443,1927495,21,29,6295,11461,25.93,192.168.1.62,10.0.0.7,BENIGN
22,666102,11,19,4431,3858,44.97,192.168.1.100,10.0.0.3,BENIGN
53,1143535,23,2,2295,400,21.84,192.168.1.153,10.0.0.4,BENIGN
80,438141,1104,0,75208,0,2519.16,185.220.9.190,10.0.0.1,DDoS
8080,493279,853,0,44107,0,1728.89,185.220.30.29,10.0.0.1,DDoS
80,1570926,10,32,2786,39330,26.72,192.168.1.86,10.0.0.8,BENIGN
8080,1633535,27,26,7091,10843,32.43,192.168.1.199,10.0.0.1,BENIGN
80,593194,21,19,6441,8993,67.32,192.168.1.203,10.0.0.2,BENIGN
80,25669071,52,4,4194,196,2.03,45.154.255.178,10.0.0.1,DoS Hulk
22,1097588,4,35,737,41783,35.5,192.168.1.104,10.0.0.6,BENIGN
22,379083,27,19,7992,10561,121.03,192.168.1.168,10.0.0.2,BENIGN
80,26042635,68,3,5963,128,2.61,45.154.255.42,10.0.0.1,DoS Hulk
8080,4747668,5,22,690,10181,5.69,192.168.1.124,10.0.0.6,BENIGN
80,16112279,19,4,1382,99,1.18,45.154.255.234,10.0.0.1,DoS Hulk
53,2345233,17,37,2333,13009,23.02,192.168.1.162,10.0.0.3,BENIGN
38196,4518,2,0,43,0,433.0,194.26.29.15,10.0.0.2,PortScan
80,9284318,48,1,2149,181,5.17,45.154.255.66,10.0.0.1,DoS Hulk
443,654204,12,18,3086,10168,45.79,192.168.1.40,10.0.0.2,BENIGN
80,959616,26,20,8906,12414,47.89,192.168.1.87,10.0.0.9,BENIGN
443,555817,33,31,10602,11345,114.94,192.168.1.131,10.0.0.2,BENIGN
443,147962,9,15,2209,16308,161.11,192.168.1.39,10.0.0.9,BENIGN
554,70760,6,3,825,4071,125.42,192.168.1.195,10.0.0.8,BENIGN
554,2034378,9,25,925,11721,16.7,192.168.1.153,10.0.0.3,BENIGN
554,1972857,20,30,6889,14454,25.33,192.168.1.95,10.0.0.9,BENIGN
80,16231245,50,2,4876,69,3.08,45.154.255.180,10.0.0.1,DoS Hulk
443,1595634,16,35,2665,14968,31.94,192.168.1.182,10.0.0.7,BENIGN
554,78379,6,10,1289,10232,201.56,192.168.1.148,10.0.0.7,BENIGN
443,112634,28,35,2244,37675,554.41,192.168.1.60,10.0.0.2,BENIGN
21,2042626,29,26,4886,3133,28.38,103.203.57.145,10.0.0.4,SSH-Patator
8080,521811,12,9,848,7411,40.17,192.168.1.188,10.0.0.1,BENIGN
554,178889,18,26,9168,28861,244.59,192.168.1.43,10.0.0.1,BENIGN
43979,2266,2,0,53,0,845.29,194.26.29.73,10.0.0.2,PortScan
8080,253836,2205,0,99759,0,8683.26,185.220.162.104,10.0.0.1,DDoS
53568,2500,1,0,59,0,769.13,194.26.29.112,10.0.0.2,PortScan
53,76894,26,17,12624,9188,552.03,192.168.1.203,10.0.0.1,BENIGN
443,150446,1268,0,52185,0,8422.67,185.220.69.110,10.0.0.1,DDoS
80,136467,18,20,2855,18530,276.43,192.168.1.192,10.0.0.5,BENIGN
554,154632,30,5,7525,6233,224.89,192.168.1.46,10.0.0.5,BENIGN
22,5324813,13,18,1334,10876,5.82,192.168.1.63,10.0.0.7,BENIGN
22,1562981,31,30,5048,4141,39.64,103.203.57.202,10.0.0.4,SSH-Patator
8080,1739605,16,37,2762,14716,30.45,192.168.1.239,10.0.0.3,BENIGN
53,31504,33,17,12336,21751,1538.23,192.168.1.113,10.0.0.5,BENIGN
700,4446,2,0,52,0,439.86,194.26.29.207,10.0.0.2,PortScan
443,1032438,24,27,4231,20995,49.35,192.168.1.123,10.0.0.5,BENIGN
22,2876448,29,28,5019,2391,20.16,103.203.57.234,10.0.0.4,SSH-Patator
53,3088147,8,10,1596,10723,5.83,192.168.1.79,10.0.0.5,BENIGN
53,3616661,20,3,9104,3398,6.36,192.168.1.119,10.0.0.8,BENIGN
8080,59193,1399,0,108272,0,23594.52,185.220.128.174,10.0.0.1,DDoS
57103,1060,2,0,56,0,1723.22,194.26.29.151,10.0.0.2,PortScan
53,693411,2,14,484,11610,23.04,192.168.1.215,10.0.0.2,BENIGN
53,3847826,12,25,1326,28871,9.61,192.168.1.68,10.0.0.6,BENIGN
56929,2721,2,0,45,0,708.92,194.26.29.167,10.0.0.2,PortScan
80,129548,30,12,3299,6808,321.72,192.168.1.112,10.0.0.8,BENIGN
554,1833730,12,14,826,12878,14.17,192.168.1.54,10.0.0.8,BENIGN
443,400596,1631,0,128643,0,4070.42,185.220.148.203,10.0.0.1,DDoS
22,1286567,18,14,2020,13082,24.85,192.168.1.207,10.0.0.9,BENIGN
80,17011424,76,3,6336,63,4.47,45.154.255.200,10.0.0.1,DoS Hulk
22,2602569,33,20,6906,17016,20.36,192.168.1.38,10.0.0.1,BENIGN
53,1306156,30,38,14940,32379,52.02,192.168.1.157,10.0.0.3,BENIGN
22,662263,31,9,4901,7483,60.31,192.168.1.157,10.0.0.9,BENIGN
53,867859,21,25,7228,13391,52.94,192.168.1.68,10.0.0.7,BENIGN
8080,1177774,11,25,2135,8873,30.54,192.168.1.150,10.0.0.8,BENIGN
80,280744,31,31,15082,21554,220.06,192.168.1.233,10.0.0.2,BENIGN
80,7010419,74,1,4996,136,10.55,45.154.255.203,10.0.0.1,DoS Hulk
21,1963508,24,23,2290,2886,24.43,103.203.57.67,10.0.0.4,SSH-Patator
22,1623041,7,12,1085,14041,11.7,192.168.1.207,10.0.0.6,BENIGN
80,1914706,3,38,802,43456,21.4,192.168.1.237,10.0.0.3,BENIGN
8080,598391,25,17,7528,4438,70.07,192.168.1.123,10.0.0.6,BENIGN
554,3212884,27,2,11653,2421,9.02,192.168.1.139,10.0.0.5,BENIGN
443,455771,10,38,1491,36915,105.09,192.168.1.218,10.0.0.4,BENIGN
554,125112,17,38,5158,5138,436.12,192.168.1.230,10.0.0.2,BENIGN
443,346409,2,7,648,8712,25.91,192.168.1.90,10.0.0.2,BENIGN
21,1971025,30,26,4239,2149,30.43,103.203.57.70,10.0.0.4,SSH-Patator
80,54231,13,30,3723,21613,778.55,192.168.1.205,10.0.0.5,BENIGN
62022,2010,1,0,54,0,947.78,194.26.29.64,10.0.0.2,PortScan
22,2396033,15,11,2496,1393,12.52,103.203.57.63,10.0.0.4,SSH-Patator
554,506018,22,26,6060,21941,94.67,192.168.1.239,10.0.0.6,BENIGN
8080,152406,836,0,59397,0,5481.72,185.220.2.67,10.0.0.1,DDoS
443,13155135,73,33,37792,35461,11.1,198.51.100.15,10.0.0.3,Infiltration
80,221076,2,37,565,38037,175.62,192.168.1.32,10.0.0.2,BENIGN
80,13850157,56,4,5574,48,4.04,45.154.255.53,10.0.0.1,DoS Hulk
8080,1943897,4,8,580,3143,6.17,192.168.1.124,10.0.0.2,BENIGN
554,572708,5,10,1185,10171,26.15,192.168.1.150,10.0.0.8,BENIGN
443,205090,1074,0,54282,0,5234.15,185.220.101.137,10.0.0.1,DDoS
8080,224766,2362,0,183632,0,10504.01,185.220.157.35,10.0.0.1,DDoS
443,338557,24,27,5404,12836,150.2,192.168.1.204,10.0.0.2,BENIGN
53,412557,11,26,4169,19944,89.47,192.168.1.223,10.0.0.5,BENIGN
443,4841973,69,69,66194,49819,28.49,198.51.100.40,10.0.0.3,Infiltration
53,102710,25,24,5313,16299,472.47,192.168.1.101,10.0.0.9,BENIGN
554,600428,24,21,7269,14415,74.82,192.168.1.139,10.0.0.5,BENIGN
53,696974,7,23,2900,29862,42.98,192.168.1.170,10.0.0.4,BENIGN
8080,2132949,7,10,3467,8175,7.97,192.168.1.79,10.0.0.7,BENIGN
22,2389706,10,37,1006,43321,19.66,192.168.1.44,10.0.0.8,BENIGN
554,1270096,15,18,1886,16637,25.96,192.168.1.51,10.0.0.8,BENIGN
80,11258633,56,3,5333,194,4.97,45.154.255.110,10.0.0.1,DoS Hulk
80,265820,28,21,1842,3130,183.64,192.168.1.238,10.0.0.5,BENIGN
80,450601,274,0,13225,0,607.94,185.220.51.178,10.0.0.1,DDoS
80,2248707,9,33,1203,18712,18.67,192.168.1.64,10.0.0.3,BENIGN
554,107572,4,17,1470,23202,193.42,192.168.1.28,10.0.0.4,BENIGN
53,1208142,23,31,7221,14754,44.66,192.168.1.61,10.0.0.2,BENIGN
21,2223442,16,13,2031,1248,14.39,103.203.57.187,10.0.0.4,SSH-Patator
80,103131,1618,0,124048,0,15673.44,185.220.229.143,10.0.0.1,DDoS
21,543822,18,14,2210,2589,66.08,103.203.57.245,10.0.0.4,SSH-Patator
80,21001163,26,2,2359,136,1.24,45.154.255.253,10.0.0.1,DoS Hulk
22,2822821,5,3,1530,1798,2.83,192.168.1.39,10.0.0.2,BENIGN
8080,681328,34,19,15429,19509,77.68,192.168.1.147,10.0.0.2,BENIGN
80,307656,29,19,8976,25856,155.51,192.168.1.41,10.0.0.3,BENIGN
554,1781287,28,4,4271,2314,17.95,192.168.1.206,10.0.0.1,BENIGN
80,1298080,14,9,5079,2064,17.7,192.168.1.180,10.0.0.7,BENIGN
22,1084430,31,30,5839,3874,57.12,103.203.57.17,10.0.0.4,SSH-Patator
29108,1974,1,0,44,0,963.87,194.26.29.209,10.0.0.2,PortScan
8080,440488,2454,0,119841,0,5569.83,185.220.158.193,10.0.0.1,DDoS
554,494944,28,36,13378,12489,129.05,192.168.1.231,10.0.0.2,BENIGN
53,934966,19,22,3700,4606,43.8,192.168.1.151,10.0.0.2,BENIGN
36403,3334,1,0,49,0,582.4,194.26.29.245,10.0.0.2,PortScan
80,409791,1893,0,85350,0,4618.29,185.220.64.249,10.0.0.1,DDoS
80,252632,10,25,2014,33207,137.99,192.168.1.95,10.0.0.9,BENIGN
39307,619,1,0,57,0,2778.46,194.26.29.7,10.0.0.2,PortScan
53,328837,23,3,5797,2625,78.83,192.168.1.17,10.0.0.1,BENIGN
22,2607714,21,2,9132,2368,8.82,192.168.1.137,10.0.0.8,BENIGN
80,4854884,24,12,2970,2378,7.41,192.168.1.64,10.0.0.5,BENIGN
22,983082,11,24,1384,16522,35.57,192.168.1.189,10.0.0.3,BENIGN
22,1565934,17,4,6288,5077,13.4,192.168.1.177,10.0.0.8,BENIGN
80,133815,10,12,2540,1776,163.19,192.168.1.225,10.0.0.8,BENIGN
53,615430,31,5,10176,679,58.4,192.168.1.159,10.0.0.8,BENIGN
554,644793,11,21,739,9315,49.55,192.168.1.90,10.0.0.2,BENIGN
80,38208,33,12,8438,10862,1147.71,192.168.1.80,10.0.0.4,BENIGN
80,5982541,76,2,3634,127,12.7,45.154.255.1,10.0.0.1,DoS Hulk
80,21954563,62,4,5413,194,2.82,45.154.255.151,10.0.0.1,DoS Hulk
80,23529712,67,3,2493,169,2.85,45.154.255.222,10.0.0.1,DoS Hulk
554,553856,29,37,4049,25153,118.95,192.168.1.38,10.0.0.8,BENIGN
8080,84339,27,5,12661,5977,374.98,192.168.1.188,10.0.0.1,BENIGN
22,227471,21,11,7772,4601,140.06,192.168.1.120,10.0.0.7,BENIGN
554,471536,18,37,8534,17104,116.39,192.168.1.197,10.0.0.4,BENIGN
8080,235484,1841,0,114856,0,7814.62,185.220.63.96,10.0.0.1,DDoS
8080,914260,13,27,2869,27339,43.7,192.168.1.103,10.0.0.2,BENIGN
53,209019,3,25,1499,6160,133.32,192.168.1.84,10.0.0.5,BENIGN
22,1296015,11,21,3659,28299,24.67,192.168.1.96,10.0.0.5,BENIGN
554,1240780,26,30,8490,9977,45.1,192.168.1.68,10.0.0.4,BENIGN
8080,2360537,21,23,3046,27083,18.63,192.168.1.119,10.0.0.1,BENIGN
443,4104493,27,4,12321,4197,7.55,192.168.1.158,10.0.0.9,BENIGN
80,473599,1271,0,79504,0,2683.13,185.220.199.40,10.0.0.1,DDoS
80,930735,23,19,5710,18985,45.08,192.168.1.167,10.0.0.1,BENIGN
8080,342474,15,3,1376,386,52.41,192.168.1.138,10.0.0.5,BENIGN
